X,Y,OBJECTID,CODIGO_ACCIDENTADO,FORMULARIO,FECHA_OCURRENCIA_ACC,HORA_OCURRENCIA_ACC,ANO_OCURRENCIA_ACC,MES_OCURRENCIA_ACC,DIA_OCURRENCIA_ACC,FECHA_HORA_ACC,DIRECCION,CLASE_ACC,LOCALIDAD,CODIGO_VEHICULO,CONDICION,MUERTE_POSTERIOR,FECHA_POSTERIOR_MUERTE,GENERO,EDAD,CONDICION_A
-74.119104633,4.513019671,130,14325896,AA1238585,2012/11/22 05:00:00+00,11:10:00,2012,NOVIEMBRE,JUEVES,2012/11/22 16:10:00+00,DG 76BIS-KR3 S 56,ATROPELLO,USME,,PEATON,N,,MASCULINO,1,PEATON
-74.056,4.6422,336,14297743,AA1106013,2012/09/20 05:00:00+00,09:48:00,2012,SEPTIEMBRE,JUEVES,2012/09/20 14:48:00+00,AV AVENIDA CIRCUNVALAR-CL 1A 35,CHOQUE,CHAPINERO,1,CONDUCTOR,N,,MASCULINO,22,CONDUCTOR
-74.135910455,4.70343508299999,625,14315933,AA1233818,2012/09/19 05:00:00+00,06:40:00,2012,SEPTIEMBRE,MIERCOLES,2012/09/19 11:40:00+00,CL 63-KR112 44,ATROPELLO,ENGATIVA,,PEATON,S,2012/09/19 05:00:00+00,MASCULINO,48,PEATON
-74.109598282,4.50136860999999,774,14300821,AA1108531,2012/08/20 05:00:00+00,20:40:00,2012,AGOSTO,LUNES,2012/08/21 01:40:00+00,KR 5-CL91 S 02,CHOQUE,USME,1,CONDUCTOR,S,2012/08/23 05:00:00+00,MASCULINO,37,CONDUCTOR
-74.137483103,4.63168220699998,1189,14309034,AA1253908,2012/12/22 05:00:00+00,07:30:00,2012,DICIEMBRE,SABADO,2012/12/22 12:30:00+00,AV AVENIDA BOYACA-CL 6B 14,ATROPELLO,KENNEDY,,PEATON,S,2012/12/26 05:00:00+00,FEMENINO,57,PEATON
-74.0904,4.6164,1223,14297859,AA1235431,2012/10/11 05:00:00+00,21:40:00,2012,OCTUBRE,JUEVES,2012/10/12 02:40:00+00,AK 30-CL17 02,ATROPELLO,PUENTE ARANDA,,PEATON,N,,MASCULINO,91,PEATON
-74.1106,4.56099999999998,1407,14302489,AA1239012,2012/11/13 05:00:00+00,10:37:00,2012,NOVIEMBRE,MARTES,2012/11/13 15:37:00+00,TR 5H-DG46 S 02,ATROPELLO,RAFAEL URIBE URIBE,,PEATON,S,2012/11/16 05:00:00+00,FEMENINO,31,PEATON
-74.170698092,4.62346988500002,1438,14303657,AA1239755,2012/11/21 05:00:00+00,14:00:00,2012,NOVIEMBRE,MIERCOLES,2012/11/21 19:00:00+00,CL 46-KR81C S 62,ATROPELLO,KENNEDY,,PEATON,S,2012/11/26 05:00:00+00,MASCULINO,83,PEATON
-74.164300131,4.69048129700002,1770,14312109,AA1237322,2012/10/27 05:00:00+00,11:40:00,2012,OCTUBRE,SABADO,2012/10/27 16:40:00+00,CL 17-KR128 65,CHOQUE,FONTIBON,2,CONDUCTOR,S,2012/10/27 05:00:00+00,MASCULINO,37,CONDUCTOR
-74.103650469,4.66809585499999,2057,14311386,AA1236104,2012/10/17 05:00:00+00,08:55:00,2012,OCTUBRE,MIERCOLES,2012/10/17 13:55:00+00,AV AVENIDA DE LA CONSTITUCION-CL 53 02,ATROPELLO,ENGATIVA,,PEATON,S,2012/11/17 05:00:00+00,FEMENINO,76,PEATON
-74.144635758,4.59890211499999,2182,14303798,AA1238337,2012/11/03 05:00:00+00,23:15:00,2012,NOVIEMBRE,SABADO,2012/11/04 04:15:00+00,AV AVENIDA BOYACA-CL 44 S 02,ATROPELLO,KENNEDY,,PEATON,S,2012/11/09 05:00:00+00,FEMENINO,37,PEATON
-74.022666691,4.73916348,2611,14304163,AA1247082,2013/03/03 05:00:00+00,11:20:00,2013,MARZO,DOMINGO,2013/03/03 16:20:00+00,KR 7-CL164 02,ATROPELLO,USAQUEN,,PEATON,S,2013/03/04 05:00:00+00,FEMENINO,75,PEATON
-74.169067048,4.58083791299998,2783,14297823,AA1109072,2012/06/07 05:00:00+00,08:55:00,2012,JUNIO,JUEVES,2012/06/07 13:55:00+00,CL 69B-KR73H S 62,ATROPELLO,CIUDAD BOLIVAR,,PEATON,N,,MASCULINO,70,PEATON
-74.095921261,4.60014396000003,3680,14317290,AA1100936,2012/05/18 05:00:00+00,18:45:00,2012,MAYO,VIERNES,2012/05/18 23:45:00+00,AC 3-KR25A 02,CHOQUE,LOS MARTIRES,2,CONDUCTOR,S,2012/05/19 05:00:00+00,MASCULINO,12,CONDUCTOR
-74.106544882,4.69467539499999,3837,14317287,AA1100478,2012/05/13 05:00:00+00,19:30:00,2012,MAYO,DOMINGO,2012/05/14 00:30:00+00,AV AVENIDA CIUDAD DE CALI-CL 71A 20,ATROPELLO,ENGATIVA,1,CONDUCTOR,S,2012/05/14 05:00:00+00,MASCULINO,39,CONDUCTOR
-74.106544882,4.69467539499999,3838,14317632,AA1100478,2012/05/13 05:00:00+00,19:30:00,2012,MAYO,DOMINGO,2012/05/14 00:30:00+00,AV AVENIDA CIUDAD DE CALI-CL 71A 20,ATROPELLO,ENGATIVA,,PEATON,S,2012/05/19 05:00:00+00,MASCULINO,49,PEATON
-74.147761235,4.69060363400001,3923,14299159,AA1108354,2012/06/13 05:00:00+00,12:20:00,2012,JUNIO,MIERCOLES,2012/06/13 17:20:00+00,CL 23B-KR117A 20,ATROPELLO,FONTIBON,1,PASAJERO,S,2012/08/04 05:00:00+00,MASCULINO,69,MOTOCICLISTA
-74.1002,4.73140000000001,4138,14300149,AA1105515,2012/07/15 05:00:00+00,03:30:00,2012,JULIO,DOMINGO,2012/07/15 08:30:00+00,AV AVENIDA SUBA-AV AVENIDA CIUDAD DE CALI 02,CHOQUE,SUBA,2,CONDUCTOR,S,2012/07/17 05:00:00+00,MASCULINO,25,CONDUCTOR
-74.032051435,4.73036073700001,4270,14297954,AA1059116,2012/03/16 05:00:00+00,14:45:00,2012,MARZO,VIERNES,2012/03/16 19:45:00+00,KR 9-CL152A 02,ATROPELLO,USAQUEN,,PEATON,N,,FEMENINO,50,PEATON
-74.140644253,4.582723316,4362,14297672,AA1056633,2012/03/05 05:00:00+00,19:00:00,2012,MARZO,LUNES,2012/03/06 00:00:00+00,KR 33-CL54 S 02,CHOQUE,TUNJUELITO,2,PASAJERO,N,,FEMENINO,42,PASAJERO
-74.100670424,4.727902572,4508,14297657,AA1105327,2012/07/10 05:00:00+00,17:26:00,2012,JULIO,MARTES,2012/07/10 22:26:00+00,AV AVENIDA CIUDAD DE CALI-CL 102A 66,CHOQUE,SUBA,2,CONDUCTOR,N,,MASCULINO,32,CONDUCTOR
-74.090196981,4.64237181300001,4575,14297838,AA1106776,2012/07/27 05:00:00+00,23:45:00,2012,JULIO,VIERNES,2012/07/28 04:45:00+00,AK 50-CL44 02,ATROPELLO,TEUSAQUILLO,,PEATON,N,,MASCULINO,65,PEATON
-74.133794407,4.65700794399999,4717,14297878,AA1242156,2012/12/10 05:00:00+00,06:15:00,2012,DICIEMBRE,LUNES,2012/12/10 11:15:00+00,AV AVENIDA CENTENARIO-KR 81A 07,ATROPELLO,FONTIBON,,PEATON,N,,MASCULINO,73,PEATON
-74.1519607,4.67117195499998,4798,14297739,AA1107451,2012/08/03 05:00:00+00,14:50:00,2012,AGOSTO,VIERNES,2012/08/03 19:50:00+00,AV AVENIDA CENTENARIO-KR 104 02,CHOQUE,FONTIBON,1,CONDUCTOR,N,,MASCULINO,34,CONDUCTOR
-74.1917,4.6268,4922,14297681,AA1109073,2012/06/13 05:00:00+00,09:15:00,2012,JUNIO,MIERCOLES,2012/06/13 14:15:00+00,CL 57-KR88F 02,CHOQUE,BOSA,1,CONDUCTOR,N,,MASCULINO,26,CONDUCTOR
-74.093240319,4.69750626899997,5157,14311160,AA1108076,2012/08/13 05:00:00+00,07:20:00,2012,AGOSTO,LUNES,2012/08/13 12:20:00+00,CL 80-KR76 02,ATROPELLO,ENGATIVA,,PEATON,S,2012/10/22 05:00:00+00,MASCULINO,73,PEATON
-74.130343543,4.57547354899998,5298,14300830,AA1240709,2012/12/04 05:00:00+00,11:30:00,2012,DICIEMBRE,MARTES,2012/12/04 16:30:00+00,CL 48B-KR23A S 06,CHOQUE,TUNJUELITO,1,CONDUCTOR,S,2012/12/04 05:00:00+00,MASCULINO,22,CONDUCTOR
-74.087234003,4.60391950500002,5383,14326638,AA1104637,2012/07/05 05:00:00+00,16:30:00,2012,JULIO,JUEVES,2012/07/05 21:30:00+00,KR 19BISB-CL9 20,ATROPELLO,LOS MARTIRES,,PEATON,S,2012/07/11 05:00:00+00,FEMENINO,2,PEATON
-74.115084995,4.71341766199998,5422,14297759,AA1247246,2013/03/07 05:00:00+00,19:10:00,2013,MARZO,JUEVES,2013/03/08 00:10:00+00,CL 80-KR104 02,CHOQUE,ENGATIVA,2,CONDUCTOR,N,,MASCULINO,74,CONDUCTOR
-74.160221462,4.63957095900003,5557,14309081,AA1247159,2013/03/02 05:00:00+00,16:00:00,2013,MARZO,SABADO,2013/03/02 21:00:00+00,KR 87-CL5 S 37,CHOQUE,KENNEDY,,PEATON,S,2013/03/05 05:00:00+00,FEMENINO,43,PEATON
-74.136883422,4.63143583599998,5880,14309304,AA1235769,2012/10/24 05:00:00+00,02:00:00,2012,OCTUBRE,MIERCOLES,2012/10/24 07:00:00+00,AV AVENIDA DE LAS AMERICAS-AV AVENIDA BOYACA 02,CHOQUE,KENNEDY,2,PASAJERO,S,2012/10/25 05:00:00+00,MASCULINO,18,MOTOCICLISTA
-74.075230395,4.69869341700002,5895,14297866,AA1237055,2012/10/24 05:00:00+00,16:30:00,2012,OCTUBRE,MIERCOLES,2012/10/24 21:30:00+00,AC 116-KR70F 43,ATROPELLO,SUBA,,PEATON,N,,MASCULINO,92,PEATON
-74.100542688,4.57420101700001,5930,14316960,AA1238462,2012/11/07 05:00:00+00,11:50:00,2012,NOVIEMBRE,MIERCOLES,2012/11/07 16:50:00+00,CL 27-KR11A S 16,ATROPELLO,RAFAEL URIBE URIBE,,PEATON,S,2012/11/10 05:00:00+00,MASCULINO,78,PEATON
-74.11698401,4.659965812,6021,14297900,AA1248640,2013/03/17 05:00:00+00,21:40:00,2013,MARZO,DOMINGO,2013/03/18 02:40:00+00,AV AVENIDA BOYACA-CL 23C 02,ATROPELLO,FONTIBON,,PEATON,N,,MASCULINO,47,PEATON
-74.1387,4.56110000000001,6472,14297678,AA1106329,2012/07/23 05:00:00+00,07:25:00,2012,JULIO,LUNES,2012/07/23 12:25:00+00,AV AVENIDA BOYACA-CL 60C 06,CHOQUE,CIUDAD BOLIVAR,1,PEATON,N,,MASCULINO,31,PEATON
-74.089564401,4.681932781,6480,14311366,AA1104833,2012/07/11 05:00:00+00,13:20:00,2012,JULIO,MIERCOLES,2012/07/11 18:20:00+00,AC 72-KR69C 34,ATROPELLO,ENGATIVA,,PEATON,S,2012/07/11 05:00:00+00,FEMENINO,60,PEATON
-74.146573134,4.56601943200002,6609,14301025,AA1235459,2012/10/14 05:00:00+00,21:50:00,2012,OCTUBRE,DOMINGO,2012/10/15 02:50:00+00,CL 64-KR22 S 02,ATROPELLO,CIUDAD BOLIVAR,,PEATON,S,2012/10/16 05:00:00+00,MASCULINO,56,PEATON
-74.022895715,4.73818671100003,6908,14320803,AA1108631,2012/09/19 05:00:00+00,15:48:00,2012,SEPTIEMBRE,MIERCOLES,2012/09/19 20:48:00+00,AK 7-CL163 89,ATROPELLO,USAQUEN,,PEATON,N,,MASCULINO,,PEATON
-74.0972,4.608,7188,14317338,AA1233134,2012/09/14 05:00:00+00,18:33:00,2012,SEPTIEMBRE,VIERNES,2012/09/14 23:33:00+00,KR 30-CL7 02,CHOQUE,PUENTE ARANDA,2,CONDUCTOR,S,2012/09/14 05:00:00+00,MASCULINO,45,CONDUCTOR
-74.091748522,4.72355490400003,7318,14315517,AA1238840,2012/11/10 05:00:00+00,21:15:00,2012,NOVIEMBRE,SABADO,2012/11/11 02:15:00+00,KR 93-CL123 02,OTRO,SUBA,1,CONDUCTOR,S,2012/11/15 05:00:00+00,MASCULINO,21,CONDUCTOR
-74.084111857,4.618370648,7428,14320802,AA1230680,2012/08/20 05:00:00+00,09:00:00,2012,AGOSTO,LUNES,2012/08/20 14:00:00+00,CL 22-KR27 02,ATROPELLO,LOS MARTIRES,,PEATON,N,,MASCULINO,,PEATON
-74.199070787,4.63522819799999,7455,14324318,AA1108508,2012/08/12 05:00:00+00,19:42:00,2012,AGOSTO,DOMINGO,2012/08/13 00:42:00+00,CL 63-KR98B S 02,CHOQUE,BOSA,,PEATON,S,2012/08/13 05:00:00+00,MASCULINO,16,PEATON
-74.120596613,4.70745340000002,7508,14297845,AA1230681,2012/08/26 05:00:00+00,06:00:00,2012,AGOSTO,DOMINGO,2012/08/26 11:00:00+00,AC 72-KR105F 02,CHOQUE,ENGATIVA,1,PEATON,N,,MASCULINO,46,PEATON
-74.113029642,4.506963445,7806,14318956,AA1238896,2012/11/16 05:00:00+00,01:00:00,2012,NOVIEMBRE,VIERNES,2012/11/16 06:00:00+00,CL 84-KR1B S 02,CHOQUE,USME,1,CONDUCTOR,S,2012/11/17 05:00:00+00,MASCULINO,32,CONDUCTOR
-74.143790376,4.546475074,7933,14297677,AA1104974,2012/07/09 05:00:00+00,12:55:00,2012,JULIO,LUNES,2012/07/09 17:55:00+00,KR 18A-CL70 S 51,VOLCAMIENTO,CIUDAD BOLIVAR,2,PEATON,N,,MASCULINO,15,PEATON
-74.089482503,4.67127974499999,8252,14297846,AA1230897,2012/08/25 05:00:00+00,21:30:00,2012,AGOSTO,SABADO,2012/08/26 02:30:00+00,AK 68-CL64 02,ATROPELLO,BARRIOS UNIDOS,,PEATON,N,,MASCULINO,43,PEATON
-74.134256392,4.60132528000003,8332,14325895,AA1238689,2012/11/09 05:00:00+00,06:50:00,2012,NOVIEMBRE,VIERNES,2012/11/09 11:50:00+00,KR 68-CL37B S 31,ATROPELLO,KENNEDY,,PEATON,N,,MASCULINO,6,PEATON
-74.084552413,4.679296255,8451,14297965,AA1107596,2012/09/15 05:00:00+00,20:55:00,2012,SEPTIEMBRE,SABADO,2012/09/16 01:55:00+00,AK 68-CL74A 02,ATROPELLO,BARRIOS UNIDOS,,PEATON,N,,FEMENINO,35,PEATON
-74.1038,4.58460000000002,8457,14305917,AA1232485,2012/09/10 05:00:00+00,13:00:00,2012,SEPTIEMBRE,LUNES,2012/09/10 18:00:00+00,DG 21-KR21A S 50,CAIDA DE OCUPANTE,ANTONIO NARINO,1,PASAJERO,S,2012/09/13 05:00:00+00,FEMENINO,35,PASAJERO
-74.110740984,4.59170143900002,8629,14297852,AA1231686,2012/09/15 05:00:00+00,08:55:00,2012,SEPTIEMBRE,SABADO,2012/09/15 13:55:00+00,AV AVENIDA PRIMERO DE MAYO-KR 30 02,ATROPELLO,ANTONIO NARINO,,PEATON,N,,MASCULINO,51,PEATON
-74.0995,4.5095,8636,14297741,AA1107595,2012/09/14 05:00:00+00,17:00:00,2012,SEPTIEMBRE,VIERNES,2012/09/14 22:00:00+00,KR 1A-CL81A S 16,CHOQUE,USME,8,CONDUCTOR,N,,MASCULINO,26,CONDUCTOR
-74.0995,4.5095,8637,14297853,AA1107595,2012/09/14 05:00:00+00,17:00:00,2012,SEPTIEMBRE,VIERNES,2012/09/14 22:00:00+00,KR 1A-CL81A S 16,CHOQUE,USME,,PEATON,N,,MASCULINO,29,PEATON
-74.0995,4.5095,8638,14297995,AA1107595,2012/09/14 05:00:00+00,17:00:00,2012,SEPTIEMBRE,VIERNES,2012/09/14 22:00:00+00,KR 1A-CL81A S 16,CHOQUE,USME,2,PASAJERO,N,,MASCULINO,25,PASAJERO
-74.117903894,4.60334295400003,8643,14297854,AA1108056,2012/09/15 05:00:00+00,02:17:00,2012,SEPTIEMBRE,SABADO,2012/09/15 07:17:00+00,DG 16-KR39 S 02,VOLCAMIENTO,PUENTE ARANDA,1,PEATON,N,,MASCULINO,41,PEATON
-74.092751804,4.66610298099999,8865,14297713,AA1103761,2012/07/15 05:00:00+00,23:16:00,2012,JULIO,DOMINGO,2012/07/16 04:16:00+00,AK 68-CL63 02,CAIDA DE OCUPANTE,BARRIOS UNIDOS,1,PASAJERO,N,,MASCULINO,28,PASAJERO
-74.092751804,4.66610298099999,8866,14297993,AA1103761,2012/07/15 05:00:00+00,23:16:00,2012,JULIO,DOMINGO,2012/07/16 04:16:00+00,AK 68-CL63 02,CAIDA DE OCUPANTE,BARRIOS UNIDOS,1,PASAJERO,N,,MASCULINO,28,PASAJERO
-74.092751804,4.66610298099999,8867,14312406,AA1103761,2012/07/15 05:00:00+00,23:16:00,2012,JULIO,DOMINGO,2012/07/16 04:16:00+00,AK 68-CL63 02,CAIDA DE OCUPANTE,BARRIOS UNIDOS,,PEATON,S,2012/07/21 05:00:00+00,MASCULINO,19,PEATON
-74.119897573,4.51649984699998,8931,14297679,AA1108625,2012/08/18 05:00:00+00,11:25:00,2012,AGOSTO,SABADO,2012/08/18 16:25:00+00,KR 3-CL73D S 02,ATROPELLO,USME,,PEATON,N,,FEMENINO,54,PEATON
-74.097020576,4.57316127500002,9005,14325794,AA1234366,2012/09/24 05:00:00+00,11:15:00,2012,SEPTIEMBRE,LUNES,2012/09/24 16:15:00+00,KR 10-CL25 S 05,ATROPELLO,RAFAEL URIBE URIBE,,PEATON,S,2012/09/24 05:00:00+00,FEMENINO,12,PEATON
-74.109020006,4.59503205200002,9020,14315855,AA1104565,2012/07/03 05:00:00+00,08:20:00,2012,JULIO,MARTES,2012/07/03 13:20:00+00,CL 17-KR29C S 02,ATROPELLO,ANTONIO NARINO,,PEATON,S,2012/07/03 05:00:00+00,MASCULINO,79,PEATON
-74.1981,4.63380000000001,9057,14298007,AA1107184,2012/07/31 05:00:00+00,21:51:00,2012,JULIO,MARTES,2012/08/01 02:51:00+00,CL 63-KR 96 S 78,CAIDA DE OCUPANTE,BOSA,1,PASAJERO,N,,FEMENINO,58,PASAJERO
-74.093297846,4.61568531500001,9470,14297751,AA1241959,2012/12/13 05:00:00+00,16:48:00,2012,DICIEMBRE,JUEVES,2012/12/13 21:48:00+00,CL 13-KR32 02,ATROPELLO,PUENTE ARANDA,1,CONDUCTOR,N,,MASCULINO,46,CONDUCTOR
-74.093379877,4.69757956400002,9851,14320815,AA1106331,2012/07/25 05:00:00+00,20:50:00,2012,JULIO,MIERCOLES,2012/07/26 01:50:00+00,AC 80-KR76 57,ATROPELLO,ENGATIVA,,PEATON,N,,FEMENINO,32,PEATON
-74.047334028,4.68502151799999,9856,14297994,AA1106400,2012/07/25 05:00:00+00,19:30:00,2012,JULIO,MIERCOLES,2012/07/26 00:30:00+00,AK 9-CL100 02,VOLCAMIENTO,USAQUEN,1,PASAJERO,N,,MASCULINO,28,MOTOCICLISTA
-74.17847562,4.60111049099999,10075,14303856,AA1105761,2012/08/12 05:00:00+00,14:30:00,2012,AGOSTO,DOMINGO,2012/08/12 19:30:00+00,CL 59-KR77 59-KR77LBIS,CAIDA DE OCUPANTE,BOSA,1,PASAJERO,S,2012/08/19 05:00:00+00,MASCULINO,42,PASAJERO
-74.083401446,4.602797157,10677,14320801,AA1108478,2012/08/17 05:00:00+00,06:19:00,2012,AGOSTO,VIERNES,2012/08/17 11:19:00+00,KR 16-CL10 39,ATROPELLO,LOS MARTIRES,,PEATON,N,,MASCULINO,,PEATON
-74.082364789,4.59281621999997,11060,14297656,AA1241730,2012/12/19 05:00:00+00,23:50:00,2012,DICIEMBRE,MIERCOLES,2012/12/20 04:50:00+00,AK 10-CL 3A 02,ATROPELLO,SANTA FE,,PEATON,N,,FEMENINO,21,PEATON
-74.1038,4.69029999999998,11085,14301398,AA1062323,2012/04/18 05:00:00+00,12:30:00,2012,ABRIL,MIERCOLES,2012/04/18 17:30:00+00,CL 78A-KR70 02,CHOQUE,ENGATIVA,2,CONDUCTOR,S,2012/06/24 05:00:00+00,MASCULINO,79,CONDUCTOR
-74.037461791,4.80300091399999,11251,14297719,AA1058819,2012/03/23 05:00:00+00,23:10:00,2012,MARZO,VIERNES,2012/03/24 04:10:00+00,AK 45-CL224 60,CHOQUE,USAQUEN,1,CONDUCTOR,N,,MASCULINO,53,CONDUCTOR
-74.049049036,4.682338577,11480,14306635,AA1058790,2012/03/16 05:00:00+00,10:35:00,2012,MARZO,VIERNES,2012/03/16 15:35:00+00,KR 15-CL97 02,ATROPELLO,CHAPINERO,,PEATON,S,2012/10/09 05:00:00+00,MASCULINO,74,PEATON
-74.101189081,4.69216704199999,11674,14311098,AA1058374,2012/03/15 05:00:00+00,09:30:00,2012,MARZO,JUEVES,2012/03/15 14:30:00+00,AC 72-KR78 98,ATROPELLO,ENGATIVA,,PEATON,S,2012/03/16 05:00:00+00,MASCULINO,82,PEATON
-74.092925017,4.60247259099998,11709,14297851,AA1108630,2012/09/13 05:00:00+00,05:40:00,2012,SEPTIEMBRE,JUEVES,2012/09/13 10:40:00+00,AC 6-KR23 49,ATROPELLO,LOS MARTIRES,,PEATON,N,,MASCULINO,67,PEATON
-74.096715782,4.60329701500001,11711,14322929,AA1108624,2012/09/13 05:00:00+00,15:40:00,2012,SEPTIEMBRE,JUEVES,2012/09/13 20:40:00+00,CL 5A-KR27 33,ATROPELLO,LOS MARTIRES,,PEATON,N,,FEMENINO,,PEATON
-74.085211663,4.60363373799998,11835,14318255,AA1236358,2012/10/20 05:00:00+00,20:30:00,2012,OCTUBRE,SABADO,2012/10/21 01:30:00+00,KR 18-CL10 02,ATROPELLO,LOS MARTIRES,,PEATON,S,2012/10/30 05:00:00+00,FEMENINO,49,PEATON
-74.06997462,4.65836246999999,11948,14297962,AA1105408,2012/07/28 05:00:00+00,08:00:00,2012,JULIO,SABADO,2012/07/28 13:00:00+00,AK 24-CL 67 02,ATROPELLO,BARRIOS UNIDOS,,PEATON,N,,FEMENINO,34,PEATON
-74.02925431,4.71249658400001,12240,14297715,AA1056599,2012/03/01 05:00:00+00,01:30:00,2012,MARZO,JUEVES,2012/03/01 06:30:00+00,KR 7-CL134 40,CHOQUE,USAQUEN,1,CONDUCTOR,N,,MASCULINO,28,CONDUCTOR
-74.092171668,4.57177634800001,12258,14319410,AA1056957,2012/02/26 05:00:00+00,11:30:00,2012,FEBRERO,DOMINGO,2012/02/26 16:30:00+00,KR 6-CL21 S 34,CAIDA DE OCUPANTE,SAN CRISTOBAL,1,PASAJERO,S,2012/03/01 05:00:00+00,FEMENINO,51,PASAJERO
-74.0439,4.76769999999999,12363,14297953,AA1058205,2012/03/09 05:00:00+00,22:00:00,2012,MARZO,VIERNES,2012/03/10 03:00:00+00,AK 45-CL189 02,ATROPELLO,SUBA,,PEATON,N,,FEMENINO,53,PEATON
-74.106719935,4.67119701899998,12885,14297710,AA1106436,2012/09/30 05:00:00+00,03:40:00,2012,SEPTIEMBRE,DOMINGO,2012/09/30 08:40:00+00,AV AVENIDA BOYACA-CL 53 02,ATROPELLO,ENGATIVA,,PEATON,N,,MASCULINO,22,PEATON
-74.0768,4.60230000000001,13180,14320837,AA1057726,2012/03/06 05:00:00+00,18:45:00,2012,MARZO,MARTES,2012/03/06 23:45:00+00,KR 10-CL13 02,ATROPELLO,SANTA FE,,PEATON,S,2012/03/09 05:00:00+00,MASCULINO,,PEATON
-74.112093152,4.70036324,13354,14301594,AA1058188,2012/03/11 05:00:00+00,03:32:00,2012,MARZO,DOMINGO,2012/03/11 08:32:00+00,AC 72-KR94 02,ATROPELLO,ENGATIVA,,PEATON,S,2012/03/14 05:00:00+00,MASCULINO,37,PEATON
-74.063169168,4.66043071600001,13478,14320636,AA1063014,2012/04/24 05:00:00+00,22:30:00,2012,ABRIL,MARTES,2012/04/25 03:30:00+00,AC 72-KR 17 02,CHOQUE,BARRIOS UNIDOS,1,PEATON,N,,MASCULINO,44,PEATON
-74.118701571,4.63673908800001,13553,14319643,AA1058714,2012/03/13 05:00:00+00,23:00:00,2012,MARZO,MARTES,2012/03/14 04:00:00+00,KR 68-CL12A 94,ATROPELLO,PUENTE ARANDA,,PEATON,S,2012/03/26 05:00:00+00,MASCULINO,51,PEATON
-74.064953311,4.75086922600002,13587,14323470,AA1107272,2012/08/05 05:00:00+00,20:30:00,2012,AGOSTO,DOMINGO,2012/08/06 01:30:00+00,AV AVENIDA BOYACA-CL 167 02,CHOQUE,SUBA,2,PEATON,N,,MASCULINO,15,PEATON
-74.099032579,4.60476051900002,13866,14297736,AA1103760,2012/07/13 05:00:00+00,14:00:00,2012,JULIO,VIERNES,2012/07/13 19:00:00+00,AV AVENIDA CIUDAD DE QUITO-CL 5 32,CHOQUE,LOS MARTIRES,2,CONDUCTOR,N,,MASCULINO,36,CONDUCTOR
-74.0906,4.53489999999999,13994,14302338,AA1107113,2012/08/02 05:00:00+00,00:20:00,2012,AGOSTO,JUEVES,2012/08/02 05:20:00+00,KR 11-CL54A S 66,CHOQUE,SAN CRISTOBAL,2,CONDUCTOR,S,2012/08/02 05:00:00+00,MASCULINO,22,CONDUCTOR
-74.157739708,4.635641792,14010,14325889,AA1106399,2012/08/02 05:00:00+00,09:20:00,2012,AGOSTO,JUEVES,2012/08/02 14:20:00+00,KR 81D-CL 5B S 35,ATROPELLO,KENNEDY,,PEATON,N,,MASCULINO,2,PEATON
-74.073352231,4.63347502400001,14344,14320795,AA1062410,2012/04/21 05:00:00+00,05:00:00,2012,ABRIL,SABADO,2012/04/21 10:00:00+00,AC 45-KR21 21,CHOQUE,TEUSAQUILLO,1,CONDUCTOR,N,,MASCULINO,,CONDUCTOR
-74.035831928,4.69232203299998,14350,14297957,AA1062178,2012/04/16 05:00:00+00,14:25:00,2012,ABRIL,LUNES,2012/04/16 19:25:00+00,AK 9-CL113 07,ATROPELLO,USAQUEN,,PEATON,N,,FEMENINO,74,PEATON
-74.173912446,4.61566513100001,14999,14323465,AA1101565,2012/05/23 05:00:00+00,06:30:00,2012,MAYO,MIERCOLES,2012/05/23 11:30:00+00,CL 54-KR 80 S 02,ATROPELLO,KENNEDY,,PEATON,N,,MASCULINO,16,PEATON
-74.099175789,4.67291451900002,15184,14318397,AA1103360,2012/06/19 05:00:00+00,12:10:00,2012,JUNIO,MARTES,2012/06/19 17:10:00+00,AV AVENIDA DE LA CONSTITUCION-CL 63D 02,CHOQUE,ENGATIVA,1,PASAJERO,S,2012/06/22 05:00:00+00,MASCULINO,60,PASAJERO
-74.08497667,4.596352932,15319,14317426,AA1300527,2013/05/23 05:00:00+00,04:30:00,2013,MAYO,JUEVES,2013/05/23 09:30:00+00,AV AVENIDA CARACAS-CL 5 02,CHOQUE,SANTA FE,1,CONDUCTOR,S,2013/05/25 05:00:00+00,MASCULINO,34,CONDUCTOR
-74.144641839,4.58801576600001,15326,14300854,AA1299539,2013/05/23 05:00:00+00,22:10:00,2013,MAYO,JUEVES,2013/05/24 03:10:00+00,AV AVENIDA BOYACA-DG 52A S 02,CHOQUE,TUNJUELITO,2,CONDUCTOR,S,2013/06/14 05:00:00+00,MASCULINO,63,CONDUCTOR
-74.106400958,4.65722965200001,15379,14320811,AA1299043,2013/05/14 05:00:00+00,21:45:00,2013,MAYO,MARTES,2013/05/15 02:45:00+00,AC 26-KR68D 35,ATROPELLO,FONTIBON,,PEATON,N,,MASCULINO,,PEATON
-74.0991,4.60520000000002,15499,14320807,AA1251099,2013/04/12 05:00:00+00,21:45:00,2013,ABRIL,VIERNES,2013/04/13 02:45:00+00,AK 30-CL5 02,ATROPELLO,PUENTE ARANDA,,PEATON,N,,MASCULINO,,PEATON
