X,Y,OBJECTID,CODIGO_ACCIDENTADO,FORMULARIO,FECHA_OCURRENCIA_ACC,HORA_OCURRENCIA_ACC,ANO_OCURRENCIA_ACC,MES_OCURRENCIA_ACC,DIA_OCURRENCIA_ACC,FECHA_HORA_ACC,DIRECCION,CLASE_ACC,LOCALIDAD,CODIGO_VEHICULO,CONDICION,MUERTE_POSTERIOR,FECHA_POSTERIOR_MUERTE,GENERO,EDAD,CONDICION_A
-74.099645222,4.70483785099998,668788,1990513,A00410201,2008/09/15 05:00:00+00,14:04:00,2008,SEPTIEMBRE,LUNES,2008/09/15 19:04:00+00,AV AVENIDA CIUDAD DE CALI-CL 81 89,CHOQUE,ENGATIVA,2,CICLISTA,,,MASCULINO,37,CICLISTA
-74.154250972,4.57434995099999,669294,1991026,A00459239,2008/09/21 05:00:00+00,21:53:00,2008,SEPTIEMBRE,DOMINGO,2008/09/22 02:53:00+00,AV AVENIDA CIUDAD DE VILLAVICENCIO-KR 44 02,ATROPELLO,CIUDAD BOLIVAR,1,PASAJERO,S,2008/09/27 05:00:00+00,MASCULINO,25,PASAJERO
-74.159535,4.687020088,671184,1992920,A00471909,2008/10/04 05:00:00+00,20:30:00,2008,OCTUBRE,SABADO,2008/10/05 01:30:00+00,AV AVENIDA CENTENARIO-KR 123 04,ATROPELLO,FONTIBON,,PEATON,,,MASCULINO,65,PEATON
-74.086165348,4.62060412599999,671702,1993451,A00459853,2008/10/04 05:00:00+00,00:45:00,2008,OCTUBRE,SABADO,2008/10/04 05:45:00+00,AK 30-22 02,ATROPELLO,LOS MARTIRES,1,CONDUCTOR,S,2008/10/04 05:00:00+00,MASCULINO,25,CONDUCTOR
-74.086165348,4.62060412599999,671703,1993452,A00459853,2008/10/04 05:00:00+00,00:45:00,2008,OCTUBRE,SABADO,2008/10/04 05:45:00+00,AK 30-22 02,ATROPELLO,LOS MARTIRES,,PEATON,,,MASCULINO,38,PEATON
-74.079741327,4.63302060699999,671719,1993468,A00459749,2008/09/27 05:00:00+00,02:30:00,2008,SEPTIEMBRE,SABADO,2008/09/27 07:30:00+00,AV AVENIDA CIUDAD DE CALI-CL 41 80,ATROPELLO,TEUSAQUILLO,,PEATON,,,MASCULINO,26,PEATON
-74.101464985,4.60231694300001,671939,1993694,A00405469,2008/07/30 05:00:00+00,10:00:00,2008,JULIO,MIERCOLES,2008/07/30 15:00:00+00,AK 30-2 84,CHOQUE,LOS MARTIRES,2,CONDUCTOR,,,MASCULINO,43,CONDUCTOR
-74.069660035,4.60578533199998,672088,2009449,A00475236,2008/12/16 05:00:00+00,22:30:00,2008,DICIEMBRE,MARTES,2008/12/17 03:30:00+00,KR 5-20 64,ATROPELLO,SANTA FE,,PEATON,S,2008/12/20 05:00:00+00,MASCULINO,22,PEATON
-74.141396875,4.66404054899999,672129,2009490,A00475369,2008/12/17 05:00:00+00,21:35:00,2008,DICIEMBRE,MIERCOLES,2008/12/18 02:35:00+00,AV AVENIDA CENTENARIO-KR 90 51,CHOQUE,FONTIBON,2,CICLISTA,,,MASCULINO,26,CICLISTA
-74.080563362,4.561485801,672182,2009543,A00474423,2008/12/16 05:00:00+00,20:45:00,2008,DICIEMBRE,MARTES,2008/12/17 01:45:00+00,DG 29-12C S 84,CHOQUE,SAN CRISTOBAL,1,PASAJERO,S,2008/12/21 05:00:00+00,MASCULINO,14,PASAJERO
-74.087805616,4.695958319,672227,2010505,A00475913,2008/12/21 05:00:00+00,20:15:00,2008,DICIEMBRE,DOMINGO,2008/12/22 01:15:00+00,AV AVENIDA BOYACA-CL 81A 02,ATROPELLO,ENGATIVA,,PEATON,S,2008/12/22 05:00:00+00,MASCULINO,31,PEATON
-74.13437134,4.56855320599999,672394,2009756,A00474234,2008/12/13 05:00:00+00,05:27:00,2008,DICIEMBRE,SABADO,2008/12/13 10:27:00+00,KR 19C-55 S 02,CHOQUE,TUNJUELITO,2,CICLISTA,,,MASCULINO,42,CICLISTA
-74.095815816,4.68640614700001,672419,2009780,A00474233,2008/12/11 05:00:00+00,12:02:00,2008,DICIEMBRE,JUEVES,2008/12/11 17:02:00+00,AV AVENIDA BOYACA-CL 71 83,CHOQUE,ENGATIVA,1,CICLISTA,,,MASCULINO,37,CICLISTA
-74.100274945,4.73177263600002,672424,2009785,A00475015,2008/12/13 05:00:00+00,13:05:00,2008,DICIEMBRE,SABADO,2008/12/13 18:05:00+00,AV AVENIDA CIUDAD DE CALI-CL 130 02,ATROPELLO,SUBA,,PEATON,,,MASCULINO,19,PEATON
-74.08334079,4.60876971099998,672935,2010302,A00473166,2008/12/20 05:00:00+00,06:10:00,2008,DICIEMBRE,SABADO,2008/12/20 11:10:00+00,AK 19-15 02,ATROPELLO,LOS MARTIRES,,PEATON,,,MASCULINO,29,PEATON
-74.142018537,4.56670086600002,673010,2011352,A00476560,2008/12/24 05:00:00+00,23:40:00,2008,DICIEMBRE,MIERCOLES,2008/12/25 04:40:00+00,AV AVENIDA CIUDAD DE VILLAVICENCIO-CL 20 02,ATROPELLO,CIUDAD BOLIVAR,,PEATON,S,2009/01/02 05:00:00+00,FEMENINO,52,PEATON
-74.049940278,4.73067770099999,673062,2010425,A00474953,2008/12/12 05:00:00+00,00:20:00,2008,DICIEMBRE,VIERNES,2008/12/12 05:20:00+00,AV AVENIDA PASEO LOS LIBERTADORES-CL 147A 25 25 25,ATROPELLO,SUBA,,PEATON,,,SIN INFORMACION,,PEATON
-74.082162928,4.59118185199998,673263,2011542,A00474665,2008/12/20 05:00:00+00,05:50:00,2008,DICIEMBRE,SABADO,2008/12/20 10:50:00+00,KR 9-2A 02,VOLCAMIENTO,SANTA FE,1,CONDUCTOR,,,MASCULINO,38,CONDUCTOR
-74.139865328,4.71079869499999,673911,2011279,A00476421,2008/12/24 05:00:00+00,04:30:00,2008,DICIEMBRE,MIERCOLES,2008/12/24 09:30:00+00,CL 64-114 02,CHOQUE,ENGATIVA,2,MOTOCICLISTA,S,2008/12/28 05:00:00+00,MASCULINO,45,MOTOCICLISTA
-74.086655576,4.549611674,674096,2011461,A00475987,2008/12/19 05:00:00+00,21:05:00,2008,DICIEMBRE,VIERNES,2008/12/20 02:05:00+00,AV AVENIDA CIUDAD DE VILLAVICENCIO-CL 39A S 13,CHOQUE,SAN CRISTOBAL,2,PASAJERO,,,FEMENINO,22,MOTOCICLISTA
-74.138300129,4.54036740599997,674097,2011462,A00475046,2008/12/22 05:00:00+00,06:53:00,2008,DICIEMBRE,LUNES,2008/12/22 11:53:00+00,KR 17A-77 S 44,ATROPELLO,CIUDAD BOLIVAR,,PEATON,,,FEMENINO,23,PEATON
-74.115057045,4.586436779,674125,2011490,A00473747,2008/12/13 05:00:00+00,11:30:00,2008,DICIEMBRE,SABADO,2008/12/13 16:30:00+00,AK 27-31 S 98,ATROPELLO,RAFAEL URIBE URIBE,,PEATON,,,MASCULINO,83,PEATON
-74.104919184,4.65528876600001,674136,2011501,A00476207,2008/12/23 05:00:00+00,20:10:00,2008,DICIEMBRE,MARTES,2008/12/24 01:10:00+00,AV AVENIDA JORGE ELIECER GAITAN-KR 82 93,ATROPELLO,FONTIBON,,PEATON,,,MASCULINO,33,PEATON
-74.156097701,4.64102227000001,674149,2011514,A00476429,2008/12/23 05:00:00+00,15:08:00,2008,DICIEMBRE,MARTES,2008/12/23 20:08:00+00,AV AVENIDA CIUDAD DE CALI-CL 6 13,ATROPELLO,KENNEDY,,PEATON,,,MASCULINO,25,PEATON
-74.1775088,4.61190237800002,674182,2011548,A00475045,2008/12/20 05:00:00+00,21:30:00,2008,DICIEMBRE,SABADO,2008/12/21 02:30:00+00,AV AVENIDA MEDELLIN-CL 57G S 02,ATROPELLO,KENNEDY,,PEATON,,,MASCULINO,29,PEATON
-74.064916563,4.647113714,674186,2011552,A00471409,2008/12/20 05:00:00+00,20:20:00,2008,DICIEMBRE,SABADO,2008/12/21 01:20:00+00,AV AVENIDA CARACAS-CL 60 02,ATROPELLO,CHAPINERO,,PEATON,,,MASCULINO,33,PEATON
-74.084237491,4.69697033,674338,2011703,A00476275,2008/12/26 05:00:00+00,13:10:00,2008,DICIEMBRE,VIERNES,2008/12/26 18:10:00+00,AV AVENIDA BOYACA-CL 94 02,ATROPELLO,SUBA,1,PASAJERO,S,2008/12/26 05:00:00+00,FEMENINO,35,MOTOCICLISTA
-74.079275558,4.59785847699999,674621,2011986,A00476171,2008/12/22 05:00:00+00,11:40:00,2008,DICIEMBRE,LUNES,2008/12/22 16:40:00+00,AV AVENIDA DARIO ECHANDIA-CL 8 66,ATROPELLO,CANDELARIA,,PEATON,,,MASCULINO,25,PEATON
-74.114840496,4.63492797499998,674687,2012061,A00470761,2008/11/13 05:00:00+00,19:45:00,2008,NOVIEMBRE,JUEVES,2008/11/14 00:45:00+00,AV AVENIDA CENTENARIO-KR 65 13,ATROPELLO,PUENTE ARANDA,,PEATON,S,2008/11/13 05:00:00+00,MASCULINO,22,PEATON
-74.085559846,4.67219434700002,675027,2012398,A00476964,2008/12/30 05:00:00+00,12:25:00,2008,DICIEMBRE,MARTES,2008/12/30 17:25:00+00,CL 67B-65 04,ATROPELLO,BARRIOS UNIDOS,,PEATON,S,2008/12/30 05:00:00+00,FEMENINO,91,PEATON
-74.026223568,4.72130538300001,675060,2012492,A00476246,2008/12/31 05:00:00+00,19:30:00,2008,DICIEMBRE,MIERCOLES,2009/01/01 00:30:00+00,AV AVENIDA ALBERTO LLERAS CAMARGO-CL 146 02,VOLCAMIENTO,USAQUEN,1,PASAJERO,S,2009/01/04 05:00:00+00,MASCULINO,57,PASAJERO
-74.116701156,4.635864938,675135,2012689,A00474910,2008/12/31 05:00:00+00,23:07:00,2008,DICIEMBRE,MIERCOLES,2009/01/01 04:07:00+00,AV AVENIDA CENTENARIO-KR 65B 03 03 03,CHOQUE,PUENTE ARANDA,2,PASAJERO,,,FEMENINO,5,PASAJERO
-74.046235856,4.75171110799999,675483,2012611,A00476771,2009/01/01 05:00:00+00,15:50:00,2009,ENERO,JUEVES,2009/01/01 20:50:00+00,AV AVENIDA PASEO LOS LIBERTADORES-CL 170 02,CHOQUE,USAQUEN,1,CONDUCTOR,,,MASCULINO,34,CONDUCTOR
-74.051402484,4.68374673099999,675488,2012616,A00477062,2009/01/01 05:00:00+00,04:40:00,2009,ENERO,JUEVES,2009/01/01 09:40:00+00,TR 18-96 41,CHOQUE,CHAPINERO,1,CONDUCTOR,S,2009/01/01 05:00:00+00,MASCULINO,28,CONDUCTOR
-74.080443159,4.60295919499998,675568,2012999,A00475049,2009/01/05 05:00:00+00,20:30:00,2009,ENERO,LUNES,2009/01/06 01:30:00+00,AV AVENIDA CARACAS-CL 12 15,ATROPELLO,LOS MARTIRES,,PEATON,,,MASCULINO,,PEATON
-74.035252205,4.68730251800002,675645,2012410,A00474913,2008/12/30 05:00:00+00,21:35:00,2008,DICIEMBRE,MARTES,2008/12/31 02:35:00+00,AV AVENIDA ALBERTO LLERAS CAMARGO-CL 108B 23 23 23,ATROPELLO,USAQUEN,,PEATON,,,MASCULINO,74,PEATON
-74.085220522,4.67670810300001,676095,1997802,A00472012,2008/10/25 05:00:00+00,20:53:00,2008,OCTUBRE,SABADO,2008/10/26 01:53:00+00,AC 68-56 44,ATROPELLO,BARRIOS UNIDOS,,PEATON,S,2008/10/28 05:00:00+00,MASCULINO,33,PEATON
-74.120413457,4.65592258300001,676720,1998430,A00472359,2008/10/20 05:00:00+00,19:00:00,2008,OCTUBRE,LUNES,2008/10/21 00:00:00+00,AV AVENIDA BOYACA-CL 22 02,ATROPELLO,FONTIBON,,PEATON,,,MASCULINO,75,PEATON
-74.092142762,4.70800902299999,677363,1999071,A00469851,2008/10/30 05:00:00+00,18:45:00,2008,OCTUBRE,JUEVES,2008/10/30 23:45:00+00,CL 90-76A 02,CHOQUE,ENGATIVA,2,MOTOCICLISTA,S,2008/11/05 05:00:00+00,MASCULINO,23,MOTOCICLISTA
-74.166566119,4.56724421899997,677825,2000468,A00469212,2008/11/05 05:00:00+00,23:00:00,2008,NOVIEMBRE,MIERCOLES,2008/11/06 04:00:00+00,KR 40-76 S 02,CHOQUE,CIUDAD BOLIVAR,1,MOTOCICLISTA,S,2009/04/07 05:00:00+00,MASCULINO,29,MOTOCICLISTA
-74.101028036,4.75643124800001,677891,2000532,A00469467,2008/11/05 05:00:00+00,12:30:00,2008,NOVIEMBRE,MIERCOLES,2008/11/05 17:30:00+00,KR 115-151D 02,ATROPELLO,SUBA,,PEATON,S,2008/11/07 05:00:00+00,FEMENINO,55,PEATON
-74.121164714,4.74590377499999,678028,1999738,A00469084,2008/11/01 05:00:00+00,19:45:00,2008,NOVIEMBRE,SABADO,2008/11/02 00:45:00+00,KR 150B-137 41,ATROPELLO,SUBA,,PEATON,S,2008/11/01 05:00:00+00,MASCULINO,22,PEATON
-74.1690585,4.62375850400002,678030,1999740,A00472371,2008/10/30 05:00:00+00,11:28:00,2008,OCTUBRE,JUEVES,2008/10/30 16:28:00+00,AC 43-1 81,ATROPELLO,KENNEDY,,PEATON,,,FEMENINO,73,PEATON
-74.120410648,4.58789269699997,678033,1999743,A00468399,2008/10/30 05:00:00+00,06:33:00,2008,OCTUBRE,JUEVES,2008/10/30 11:33:00+00,KR 31-37 S 10,CHOQUE,RAFAEL URIBE URIBE,1,PASAJERO,,,FEMENINO,34,MOTOCICLISTA
-74.145526957,4.59212471799998,678353,2000068,A00469558,2008/11/03 05:00:00+00,20:15:00,2008,NOVIEMBRE,LUNES,2008/11/04 01:15:00+00,AV AVENIDA BOYACA-CL 50S 51 S 51,VOLCAMIENTO,TUNJUELITO,1,PASAJERO,S,2008/11/03 05:00:00+00,FEMENINO,60,MOTOCICLISTA
-74.14824876,4.53766254200002,678433,2000149,A00472946,2008/10/19 05:00:00+00,09:30:00,2008,OCTUBRE,DOMINGO,2008/10/19 14:30:00+00,KR 18-78D 3,ATROPELLO,CIUDAD BOLIVAR,,PEATON,,,MASCULINO,8,PEATON
-74.115023581,4.57657797600001,678488,2000219,A00469331,2008/11/04 05:00:00+00,11:30:00,2008,NOVIEMBRE,MARTES,2008/11/04 16:30:00+00,AV AVENIDA CARACAS-CL 33S 13 S 13 S 13,ATROPELLO,RAFAEL URIBE URIBE,,PEATON,S,2008/11/16 05:00:00+00,MASCULINO,24,PEATON
-74.100960083,4.57452619200001,678769,2000501,A00469332,2008/11/05 05:00:00+00,22:30:00,2008,NOVIEMBRE,MIERCOLES,2008/11/06 03:30:00+00,CL 27-12 S 10,ATROPELLO,RAFAEL URIBE URIBE,,PEATON,S,2008/11/11 05:00:00+00,MASCULINO,24,PEATON
-74.119953762,4.51061123199997,679428,2001220,A00468554,2008/11/09 05:00:00+00,04:10:00,2008,NOVIEMBRE,DOMINGO,2008/11/09 09:10:00+00,AV AVENIDA BOYACA-CL 78BIS S 3,ATROPELLO,USME,,PEATON,,,MASCULINO,50,PEATON
-74.127418191,4.74119926999998,679447,2001239,A00472948,2008/11/09 05:00:00+00,02:18:00,2008,NOVIEMBRE,DOMINGO,2008/11/09 07:18:00+00,CL 132D-157 18,CHOQUE,SUBA,1,PASAJERO,,,MASCULINO,25,MOTOCICLISTA
-74.092546787,4.55751176299998,679449,2001241,A00472945,2008/10/11 05:00:00+00,11:45:00,2008,OCTUBRE,SABADO,2008/10/11 16:45:00+00,CL 33A-3A S 02,CHOQUE,SAN CRISTOBAL,1,CONDUCTOR,,,MASCULINO,73,CONDUCTOR
-74.133661042,4.58532509100002,679454,2001246,A00471630,2008/10/17 05:00:00+00,17:30:00,2008,OCTUBRE,VIERNES,2008/10/17 22:30:00+00,TR 33-49 S 02,ATROPELLO,TUNJUELITO,,PEATON,,,MASCULINO,68,PEATON
-74.072398068,4.56818288300002,679459,2001251,A00471629,2008/10/17 05:00:00+00,08:50:00,2008,OCTUBRE,VIERNES,2008/10/17 13:50:00+00,KR 11D-13 S 02,ATROPELLO,SAN CRISTOBAL,,PEATON,,,FEMENINO,66,PEATON
-74.111543461,4.50672019400002,680393,2002188,A00458415,2008/11/12 05:00:00+00,11:40:00,2008,NOVIEMBRE,MIERCOLES,2008/11/12 16:40:00+00,AV AVENIDA PASEO DE LOS LIBERTADORES-CL 84 S 1,ATROPELLO,USME,,PEATON,,,MASCULINO,64,PEATON
-74.069807749,4.62169364099998,681160,2002956,A004692861,2008/11/15 05:00:00+00,17:10:00,2008,NOVIEMBRE,SABADO,2008/11/15 22:10:00+00,AV AVENIDA CARACAS-CL 33 43,ATROPELLO,TEUSAQUILLO,,PEATON,S,2008/11/15 05:00:00+00,MASCULINO,70,PEATON
-74.086769686,4.645303899,681469,2003268,A00471077,2008/11/15 05:00:00+00,17:11:00,2008,NOVIEMBRE,SABADO,2008/11/15 22:11:00+00,KR 50-45 05,ATROPELLO,TEUSAQUILLO,,PEATON,,,FEMENINO,68,PEATON
-74.148782189,4.68796311099999,681864,2003660,A00471321,2008/11/19 05:00:00+00,11:30:00,2008,NOVIEMBRE,MIERCOLES,2008/11/19 16:30:00+00,KR 116-22I 02,CAIDA DE OCUPANTE,FONTIBON,,PEATON,S,2008/11/19 05:00:00+00,FEMENINO,59,PEATON
-74.072338193,4.63908652600003,681903,2004616,A00473227,2008/11/24 05:00:00+00,07:40:00,2008,NOVIEMBRE,LUNES,2008/11/24 12:40:00+00,AK 21-50 70,ATROPELLO,TEUSAQUILLO,,PEATON,S,2008/11/25 05:00:00+00,FEMENINO,68,PEATON
-74.108031546,4.66148241799999,681979,2003775,A00471060,2008/11/20 05:00:00+00,22:00:00,2008,NOVIEMBRE,JUEVES,2008/11/21 03:00:00+00,AC 26-69 76,ATROPELLO,ENGATIVA,,PEATON,S,2008/11/21 05:00:00+00,FEMENINO,21,PEATON
-74.106035188,4.676708615,682421,2004221,A00458413,2008/11/14 05:00:00+00,08:25:00,2008,NOVIEMBRE,VIERNES,2008/11/14 13:25:00+00,CL 63-73A 44,CHOQUE,ENGATIVA,1,PASAJERO,,,MASCULINO,19,PASAJERO
-74.076273276,4.66479646699997,682669,2004470,A00470569,2008/11/13 05:00:00+00,15:50:00,2008,NOVIEMBRE,JUEVES,2008/11/13 20:50:00+00,AK 30-68 81,ATROPELLO,BARRIOS UNIDOS,,PEATON,,,MASCULINO,30,PEATON
-74.032778674,4.70259405899998,682836,2004635,A00470592,2008/11/14 05:00:00+00,05:00:00,2008,NOVIEMBRE,VIERNES,2008/11/14 10:00:00+00,KR 9-126A 08,CHOQUE,USAQUEN,1,CONDUCTOR,,,MASCULINO,37,CONDUCTOR
-74.060443476,4.632479166,683063,2004865,A00459661,2008/09/23 05:00:00+00,11:13:00,2008,SEPTIEMBRE,MARTES,2008/09/23 16:13:00+00,AV AVENIDA CIRCUNVALAR-CL 64A 10,OTRO,CHAPINERO,1,PASAJERO,,,FEMENINO,20,PASAJERO
-74.133910806,4.69223017600001,683138,2004940,A00472557,2008/11/15 05:00:00+00,00:30:00,2008,NOVIEMBRE,SABADO,2008/11/15 05:30:00+00,AC 26-106 02,ATROPELLO,FONTIBON,,PEATON,,,MASCULINO,54,PEATON
-74.168262289,4.69363819099999,683150,2004952,A00472556,2008/11/20 05:00:00+00,05:44:00,2008,NOVIEMBRE,JUEVES,2008/11/20 10:44:00+00,AC 17-134A 27,ATROPELLO,FONTIBON,,PEATON,,,FEMENINO,45,PEATON
-74.15469399,4.57522796199999,683158,2004960,A00469287,2008/11/16 05:00:00+00,01:10:00,2008,NOVIEMBRE,DOMINGO,2008/11/16 06:10:00+00,AV AVENIDA CIUDAD DE VILLAVICENCIO-CL 68 46,ATROPELLO,CIUDAD BOLIVAR,,PEATON,,,FEMENINO,55,PEATON
-74.11016658,4.59087900999998,683162,2004964,A00470770,2008/11/15 05:00:00+00,13:40:00,2008,NOVIEMBRE,SABADO,2008/11/15 18:40:00+00,AV AVENIDA PRIMERA DE MAYO-CL 28 96,CHOQUE,ANTONIO NARINO,2,MOTOCICLISTA,,,MASCULINO,48,MOTOCICLISTA
-74.15469399,4.57522796199999,683163,2004965,A00469287,2008/11/16 05:00:00+00,01:10:00,2008,NOVIEMBRE,DOMINGO,2008/11/16 06:10:00+00,AV AVENIDA CIUDAD DE VILLAVICENCIO-CL 68 46,ATROPELLO,CIUDAD BOLIVAR,,PEATON,,,MASCULINO,32,PEATON
-74.152959924,4.57401094599999,683169,2004971,A00471078,2008/11/16 05:00:00+00,03:10:00,2008,NOVIEMBRE,DOMINGO,2008/11/16 08:10:00+00,AV AVENIDA CUIDAD DE VILLAVICENCIO-KR 44 59,CHOQUE,CIUDAD BOLIVAR,1,MOTOCICLISTA,,,MASCULINO,25,MOTOCICLISTA
-74.13430076,4.66122841100002,683262,2005065,A00473444,2008/11/26 05:00:00+00,12:00:00,2008,NOVIEMBRE,MIERCOLES,2008/11/26 17:00:00+00,AV AVENIDA CIUDAD DE CALI-CL 17 17,CAIDA DE OCUPANTE,FONTIBON,1,PASAJERO,,,FEMENINO,51,PASAJERO
-74.080821473,4.60195406000003,683418,2005223,A00472997,2008/11/27 05:00:00+00,05:45:00,2008,NOVIEMBRE,JUEVES,2008/11/27 10:45:00+00,AV AVENIDA CARACAS-CL 11 02,ATROPELLO,SANTA FE,,PEATON,S,2008/12/01 05:00:00+00,MASCULINO,23,PEATON
-74.081510877,4.59414927099999,683650,2005462,A00473087,2008/11/28 05:00:00+00,20:00:00,2008,NOVIEMBRE,VIERNES,2008/11/29 01:00:00+00,KR 10-5 02,ATROPELLO,SANTA FE,,PEATON,S,2008/12/12 05:00:00+00,MASCULINO,75,PEATON
-74.117797683,4.49247703200001,683867,2005679,A00471314,2008/11/30 05:00:00+00,02:08:00,2008,NOVIEMBRE,DOMINGO,2008/11/30 07:08:00+00,AV AVENIDA CIRCUNVALAR-CL 108 S 11,CHOQUE,USME,1,CONDUCTOR,,,MASCULINO,26,CONDUCTOR
-74.151816496,4.67983906000001,684084,2005900,A00473707,2008/11/30 05:00:00+00,23:10:00,2008,NOVIEMBRE,DOMINGO,2008/12/01 04:10:00+00,KR 111A-17 02,CHOQUE,FONTIBON,,PEATON,S,2008/12/11 05:00:00+00,FEMENINO,19,PEATON
-74.093284263,4.68047960600001,684183,2005999,A00473627,2008/12/01 05:00:00+00,07:30:00,2008,DICIEMBRE,LUNES,2008/12/01 12:30:00+00,AK 66-69 18,ATROPELLO,ENGATIVA,,PEATON,S,2008/12/09 05:00:00+00,FEMENINO,80,PEATON
-74.137121083,4.60413486900001,684237,2006054,A00408649,2008/08/24 05:00:00+00,12:42:00,2008,AGOSTO,DOMINGO,2008/08/24 17:42:00+00,CL 38-68F S 02,ATROPELLO,KENNEDY,,PEATON,,,FEMENINO,27,PEATON
-74.104353568,4.68522053100003,684473,2006293,A00470595,2008/12/02 05:00:00+00,20:55:00,2008,DICIEMBRE,MARTES,2008/12/03 01:55:00+00,KR 77A-66A 02,ATROPELLO,ENGATIVA,,PEATON,,,MASCULINO,18,PEATON
-74.104353568,4.68522053100003,684474,2006294,A00470595,2008/12/02 05:00:00+00,20:55:00,2008,DICIEMBRE,MARTES,2008/12/03 01:55:00+00,KR 77A-66A 02,ATROPELLO,ENGATIVA,,PEATON,,,FEMENINO,44,PEATON
-74.138707676,4.620981207,684989,2006816,A00473164,2008/12/04 05:00:00+00,22:10:00,2008,DICIEMBRE,JUEVES,2008/12/05 03:10:00+00,AV AVENIDA BOYACA-CL 2A S 34,ATROPELLO,KENNEDY,,PEATON,,,MASCULINO,20,PEATON
-74.089128402,4.67176426999998,684996,2006823,A00473795,2008/12/04 05:00:00+00,22:08:00,2008,DICIEMBRE,JUEVES,2008/12/05 03:08:00+00,AV AVENIDA CONGRESO EUCARISTICO-CL 66 02,ATROPELLO,BARRIOS UNIDOS,,PEATON,S,2008/12/10 05:00:00+00,MASCULINO,33,PEATON
-74.136883422,4.63143583599998,686229,2008977,A00475168,2008/12/14 05:00:00+00,10:45:00,2008,DICIEMBRE,DOMINGO,2008/12/14 15:45:00+00,AV AVENIDA DE LAS AMERICAS-AV AVENIDA BOYACA 02,ATROPELLO,KENNEDY,,PEATON,S,2008/12/14 05:00:00+00,MASCULINO,82,PEATON
-74.070935211,4.72614255899998,686305,2008140,A00474715,2008/12/06 05:00:00+00,23:00:00,2008,DICIEMBRE,SABADO,2008/12/07 04:00:00+00,AV AVENIDA BOYACA-CL 134 02,CAIDA DE OCUPANTE,SUBA,,PEATON,S,2008/12/08 05:00:00+00,MASCULINO,25,PEATON
-74.148850172,4.61790191599999,687025,2008857,A00474235,2008/12/08 05:00:00+00,00:45:00,2008,DICIEMBRE,LUNES,2008/12/08 05:45:00+00,AV AVENIDA PRIMERA DE MAYO-CL 38 S 51,ATROPELLO,KENNEDY,,PEATON,,,MASCULINO,70,PEATON
-74.054644862,4.75354809999999,687262,2009095,A00474954,2008/12/15 05:00:00+00,17:15:00,2008,DICIEMBRE,LUNES,2008/12/15 22:15:00+00,CL 170-55 02,CHOQUE,SUBA,1,MOTOCICLISTA,,,MASCULINO,31,MOTOCICLISTA
-74.096863748,4.726229886,687700,2025124,A00482783,2009/03/09 05:00:00+00,19:00:00,2009,MARZO,LUNES,2009/03/10 00:00:00+00,KR 96A-128C 02,CHOQUE,SUBA,2,CICLISTA,,,MASCULINO,18,CICLISTA
-74.079780809,4.68315446999998,687702,2025126,A00481943,2009/03/09 05:00:00+00,07:15:00,2009,MARZO,LUNES,2009/03/09 12:15:00+00,AV AVENIDA CONGRESO EUCARISTICO-CL 79D 02,ATROPELLO,BARRIOS UNIDOS,,PEATON,,,SIN INFORMACION,42,PEATON
-74.140232798,4.63104036999999,688633,2026057,A00483171,2009/03/15 05:00:00+00,05:50:00,2009,MARZO,DOMINGO,2009/03/15 10:50:00+00,CL 6-72C 02,CHOQUE,KENNEDY,2,CICLISTA,S,2009/03/19 05:00:00+00,MASCULINO,61,CICLISTA
-74.143819182,4.543805083,688675,2026100,A00483035,2009/03/16 05:00:00+00,11:30:00,2009,MARZO,LUNES,2009/03/16 16:30:00+00,KR 18B-73A S 58,ATROPELLO,CIUDAD BOLIVAR,,PEATON,,,MASCULINO,5,PEATON
-74.143067262,4.67525668600001,688862,2026288,A00482987,2009/03/17 05:00:00+00,08:00:00,2009,MARZO,MARTES,2009/03/17 13:00:00+00,KR 100-20 02,CHOQUE,FONTIBON,,PEATON,,,FEMENINO,51,PEATON
-74.140021566,4.65553571100003,689028,2027369,A00483466,2009/03/22 05:00:00+00,23:40:00,2009,MARZO,DOMINGO,2009/03/23 04:40:00+00,AV AVENIDA CIUDAD DE CALI-CL 13C 50,ATROPELLO,KENNEDY,,PEATON,,,MASCULINO,39,PEATON
-74.057951294,4.74369137500003,689045,2026471,A00483162,2009/03/18 05:00:00+00,09:15:00,2009,MARZO,MIERCOLES,2009/03/18 14:15:00+00,KR 55C-161 11,CHOQUE,SUBA,2,CICLISTA,S,2009/03/21 05:00:00+00,MASCULINO,16,CICLISTA
-74.143805509,4.67468052100003,689275,2027619,A00483030,2009/03/23 05:00:00+00,16:00:00,2009,MARZO,LUNES,2009/03/23 21:00:00+00,KR 100-19 05,CAIDA DE OCUPANTE,FONTIBON,1,PASAJERO,S,2009/03/24 05:00:00+00,MASCULINO,68,PASAJERO
-74.104922165,4.695265517,689521,2016219,A00476988,2009/01/24 05:00:00+00,13:00:00,2009,ENERO,SABADO,2009/01/24 18:00:00+00,AV AVENIDA CHILE-KR 84 04,CHOQUE,ENGATIVA,1,CICLISTA,,,MASCULINO,24,CICLISTA
-74.058111188,4.65069874099999,690001,2027427,A00483787,2009/03/22 05:00:00+00,11:22:00,2009,MARZO,DOMINGO,2009/03/22 16:22:00+00,AV AVENIDA ALBERTO LLERAS CAMARGO-CL 67 02,ATROPELLO,CHAPINERO,,PEATON,S,2009/03/23 05:00:00+00,MASCULINO,18,PEATON
